md4c 0.5.2-1
mdadm 4.3-2
media-player-info 26-1
mesa 1:24.2.7-1
mesa-utils 9.0.0-5
meson 1.6.0-1
milou 6.2.3-1
minecraft-launcher 1:1.0.1221-3
minecraft-launcher-debug 1:1.0.1221-3
minizip 1:1.3.1-2
minizip-ng 4.0.7-2
mission-center 0.6.2-1
mission-center-debug 0.6.2-1
mjpegtools 2.2.1-2
mkcert 1.4.4-3
mkinitcpio 39.2-2
mkinitcpio-busybox 1.36.1-1
ml4w-hyprland 2.9.6.7-4
mlt 7.28.0-3
mobile-broadband-provider-info 20240407-1
modemmanager 1.22.0-1
modemmanager-qt 6.8.0-1
mpdecimal 4.0.0-2
mpfr 4.2.1-4
mpg123 1.32.9-1
mpv 1:0.39.0-3
msgpack-c 6.1.0-2
mtdev 1.1.7-1
mujs 1.3.5-1
nano 8.2-1
nautilus 47.0-3
nautilus-open-any-terminal 0.6.0-3
ncdu 2.6-1
ncurses 6.5-3
ndctl 79-1
neofetch 7.1.0-2
neon 0.33.0-1
neovim 0.10.2-2
net-tools 2.10-3
netctl 1.29-2
netpbm 10.86.43-1
nettle 3.10-1
network-manager-applet 1.36.0-1
networkmanager 1.50.0-1
networkmanager-qt 6.8.0-1
nftables 1:1.1.1-1
nginx-mainline 1.27.2-1
ninja 1.12.1-1
nm-connection-editor 1.36.0-1
nmap 7.95-1
node-gyp 10.2.0-1
nodejs 23.1.0-1
nodejs-nopt 7.2.0-2
noto-fonts 1:2024.11.01-1
noto-fonts-cjk 20230817-2
noto-fonts-emoji 1:2.047-1
npm 10.9.0-1
npth 1.7-1
nspr 4.36-1
nss 3.106-1
numactl 2.0.19-1
nvidia-container-toolkit 1.17.2-1
nvidia-dkms 565.57.01-2
nvidia-settings 565.57.01-1
nvidia-utils 565.57.01-2
nvm 0.40.1-1
nwg-look 0.2.7-1
obsidian 1.7.7-1
ocean-sound-theme 6.2.3-1
ocl-icd 2.3.2-2
ocs-url 3.1.0-7
oh-my-posh 24.6.4-1
oh-my-posh-debug 24.6.4-1
onetbb 2022.0.0-1
oniguruma 6.9.9-1
openal 1.24.0-1
openbsd-netcat 1.226_1-3
opencl-headers 2:2024.05.08-1
opencl-nvidia 565.57.01-2
opencolorio 2.4.0-2
opencore-amr 0.1.6-2
opencv 4.10.0-14
openexr 3.3.2-1
openh264 2.5.0-1
openjpeg2 2.5.2-1
openrazer-daemon 3.9.0-1
openrazer-driver-dkms 3.9.0-1
openssh 9.9p1-2
openssl 3.4.0-1
openxr 1.1.38-2
optimus-manager-git 1:r765.6ecad59.python3.12-1
optimus-manager-qt 1.6.9-3
opus 1.5.2-1
opusfile 0.12-4
orc 0.4.40-1
osinfo-db 20240701-1
ostree 2024.9-1
otf-font-awesome 6.7.1-1
oxygen 6.2.3-1
oxygen-sounds 6.2.3-1
p11-kit 0.25.5-1
p7zip 1:17.05-2
pacman 7.0.0.r3.g7736133-1
pacman-contrib 1.10.6-2
pacman-mirrorlist 20240717-1
pacseek 1.8.3-2
pahole 1:1.27-2
pam 1.6.1-3
pambase 20230918-2
pango 1:1.54.0-1
pangomm 2.46.4-1
pangomm-2.48 2.54.0-1
papirus-icon-theme 20240501-1
parted 3.6-2
patch 2.7.6-10
pavucontrol 1:6.1-1
pciutils 3.13.0-2
pcre 8.45-4
pcre2 10.44-1
pcsclite 2.3.0-1
perl 5.40.0-1
perl-error 0.17029-7
perl-mailtools 2.21-9
perl-timedate 2.33-7
phodav 3.0-3
phonon-qt6 4.12.0-4
phonon-qt6-vlc 0.12.0-2
pinentry 1.3.1-5
pinta 2.1.2-2
pipewire 1:1.2.6-1
pipewire-audio 1:1.2.6-1
pipewire-pulse 1:1.2.6-1
pipewire-session-manager 1:1.2.6-1
pixman 0.44.0-1
pkgconf 2.1.1-1
plantuml 1.2024.8-1
plasma-activities 6.2.3-1
plasma-activities-stats 6.2.3-1
plasma-browser-integration 6.2.3-1
plasma-desktop 6.2.3-1
plasma-disks 6.2.3-1
plasma-firewall 6.2.3-1
plasma-integration 6.2.3-1
plasma-nm 6.2.3-1
plasma-pa 6.2.3-1
plasma-sdk 6.2.3-1
plasma-systemmonitor 6.2.3-1
plasma-thunderbolt 6.2.3-1
plasma-vault 6.2.3-1
plasma-welcome 6.2.3-1
plasma-workspace 6.2.3-1
plasma-workspace-wallpapers 6.2.3-1
plasma5support 6.2.3-1
playerctl 2.4.1-4
plymouth 24.004.60-9
plymouth-kcm 6.2.3-1
polkit 125-1
polkit-gnome 0.105-11
polkit-kde-agent 6.2.3-1
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
polychromatic 0.9.3-1
poppler 24.11.0-2
poppler-data 0.4.12-2
poppler-glib 24.11.0-2
poppler-qt6 24.11.0-2
popt 1.19-2
portaudio 1:19.7.0-3
powerdevil 6.2.3-1
ppp 2.5.1-1
print-manager 1:6.2.3-1
prison 6.8.0-1
procps-ng 4.0.4-3
projectm 3.1.12-5
protobuf 28.3-1
psmisc 23.7-1
pugixml 1.14-1
pulse-native-provider 1:1.2.6-1
pulseaudio-qt 1.6.1-1
purpose 6.8.0-1
pystring 1.1.4-2
python 3.12.7-1
python-acme 3.0.0-1
python-aiohappyeyeballs 2.4.3-1
python-aiohttp 3.10.5-1
python-aiosignal 1.3.1-7
python-attrs 23.2.0-3
python-autocommand 2.2.2-6
python-beautifulsoup4 4.12.3-2
python-blinker 1.8.2-1
python-cairo 1.27.0-1
python-certifi 2024.08.30-1
python-cffi 1.17.1-1
python-charset-normalizer 3.4.0-1
python-click 8.1.7-3
python-colorama 0.4.6-3
python-colour 0.1.5-13
python-configargparse 1.5.5-2
python-configobj 5.0.8-5
python-cryptography 43.0.3-1
python-daemonize 2.5.0-7
python-dbus 1.3.2-4
python-distlib 0.3.9-1
python-distro 1.9.0-2
python-evdev 1.7.1-1
python-fastjsonschema 2.20.0-1
python-filelock 3.16.1-1
python-flask 2.3.3-2
python-frozenlist 1.4.1-3
python-gobject 3.50.0-1
python-idna 3.10-1
python-importlib-metadata 7.2.1-1
python-inflect 7.4.0-1
python-iniconfig 2.0.0-5
python-itsdangerous 2.1.2-4
python-jaraco.collections 5.0.1-1
python-jaraco.context 5.3.0-1
python-jaraco.functools 4.0.2-1
python-jaraco.text 4.0.0-1
python-jinja 1:3.1.4-1
python-josepy 1.14.0-3
python-lxml 5.3.0-1
python-mako 1.3.6-1
python-markdown 3.7-1
python-markupsafe 2.1.5-2
python-moddb 0.11.0-1
python-more-itertools 10.3.0-1
python-multidict 6.0.5-3
python-nautilus 4.0-3
python-numpy 2.1.3-1
python-openrazer 3.9.0-1
python-ordered-set 4.1.0-5
python-packaging 24.2-1
python-parsedatetime 2.6-9
python-pillow 11.0.0-1
python-pip 24.3.1-1
python-platformdirs 4.3.6-1
python-pluggy 1.5.0-1
python-psutil 6.1.0-1
python-pyaml 24.9.0-1
python-pycparser 2.22-2
python-pygdbmi 0.11.0.0-4
python-pygments 2.18.0-1
python-pyopenssl 24.2.1-2
python-pyparsing 3.1.2-2
python-pyqt5 5.15.11-1
python-pyqt5-sip 12.15.0-1
python-pyqt6 6.8.0dev2410211537-2
python-pyqt6-sip 13.8.0-1
python-pyqt6-webengine 6.7.0-3
python-pyrfc3339 1.1-13
python-pytest 1:8.3.3-1
python-pytz 2024.2-1
python-pyudev 0.24.3-1
python-pywal 3.3.0-9
python-requests 2.32.3-1
python-sentry_sdk 2.18.0-1
python-setproctitle 1.3.3-2
python-setuptools 1:75.2.0-2
python-six 1.16.0-9
python-soupsieve 2.6-1
python-tomli 2.0.1-4
python-tqdm 4.67.0-1
python-trove-classifiers 2024.10.21.16-1
python-typeguard 4.3.0-1
python-typing_extensions 4.12.2-1
python-urllib3 1.26.20-3
python-validate-pyproject 0.22-1
python-virtualenv 20.27.1-2
python-werkzeug 3.0.4-1
python-wheel 0.45.0-1
python-yaml 6.0.2-1
python-yarl 1.9.4-3
python-zipp 3.19.2-1
qbittorrent 5.0.2-1
qca-qt5 2.3.9-3
qca-qt6 2.3.9-3
qcoro 0.11.0-1
qemu-base 9.1.1-2
qemu-common 9.1.1-2
qemu-img 9.1.1-2
qemu-system-x86 9.1.1-2
qemu-system-x86-firmware 9.1.1-2
qjackctl 1.0.3-1
qqc2-breeze-style 6.2.3-1
qqc2-desktop-style 6.8.0-1
qrencode 4.1.1-3
qt5-base 5.15.15+kde+r141-1
qt5-declarative 5.15.15+kde+r25-1
qt5-graphicaleffects 5.15.15-1
qt5-multimedia 5.15.15+kde+r2-1
qt5-quickcontrols 5.15.15-1
qt5-quickcontrols2 5.15.15+kde+r5-1
qt5-speech 5.15.15+kde+r1-1
qt5-svg 5.15.15+kde+r5-1
qt5-translations 5.15.15-1
qt5-wayland 5.15.15+kde+r60-1
qt5-x11extras 5.15.15-1
qt6-5compat 6.8.0-1
qt6-base 6.8.0-1
qt6-connectivity 6.8.0-1
qt6-declarative 6.8.0-6
qt6-imageformats 6.8.0-1
qt6-multimedia 6.8.0-2
qt6-multimedia-ffmpeg 6.8.0-2
qt6-positioning 6.8.0-1
qt6-quick3d 6.8.0-1
qt6-quicktimeline 6.8.0-1
qt6-sensors 6.8.0-1
qt6-shadertools 6.8.0-1
qt6-speech 6.8.0-1
qt6-svg 6.8.0-1
qt6-tools 6.8.0-1
qt6-translations 6.8.0-1
qt6-virtualkeyboard 6.8.0-1
qt6-wayland 6.8.0-1
qt6-webchannel 6.8.0-1
qt6-webengine 6.8.0-8
qt6-websockets 6.8.0-1
qt6-webview 6.8.0-1
qt6ct 0.9-11
qtkeychain-qt6 0.14.3-1
quamachi 0.8.0-1
quazip-qt5 1.4-1
raptor 2.0.16-5
rasqal 1:0.9.33-7
rav1e 0.7.1-1
re2 1:20240702-2
readline 8.2.013-1
redland 1:1.0.17-9
remmina-git 1.4.35.r102.g7dfd8bca0-1
rhash 1.4.4-1
rofi-wayland 1.7.5+wayland3-2
rpcsvc-proto 1.4.4-2
rsync 3.3.0-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
ruby 3.3.5-2
ruby-bundled-gems 3.3.5-2
ruby-bundler 2.5.16-1
ruby-debug 1.9.1-1
ruby-default-gems 3.3.5-2
ruby-erb 4.0.4-6
ruby-irb 1.13.1-1
ruby-manpages 0.6.1-6
ruby-matrix 0.4.2-2
ruby-minitest 5.22.3-2
ruby-net-ftp 0.3.5-3
ruby-net-imap 0.4.12-3
ruby-net-pop 0.1.2-3
ruby-net-smtp 0.5.0-3
ruby-optimist 3.1.0-3
ruby-paint 2.3.0-4
ruby-power_assert 2.0.4-1
ruby-prime 0.1.2-2
ruby-racc 1.7.3-1
ruby-rake 13.1.0-1
ruby-rbs 3.4.4-3
ruby-rdoc 6.6.3.1-1
ruby-rexml 3.3.2-2
ruby-rss 0.3.1-2
ruby-stdlib 3.3.5-2
ruby-test-unit 3.6.2-3
ruby-typeprof 0.21.9-1
rubygems 3.5.16-1
runc 1.2.2-1
rust 1:1.82.0-2
sbc 2.0-2
scdoc 1.11.3-1
sdbus-cpp 2.1.0-2
sddm 0.21.0-4
sddm-kcm 6.2.3-1
sdl12-compat 1.2.68-2
sdl2 2.30.9-1
sdl_image 1.2.12-9
seabios 1.16.3-1
seatd 0.9.1-1
sed 4.9-3
semver 7.6.3-1
serd 0.32.2-1
shaderc 2024.2-1
shadow 4.16.0-1
shared-mime-info 2.4-1
signon-kwallet-extension 24.08.3-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
simplescreenrecorder 0.4.4-3
slang 2.3.3-3
slurp 1.5.0-1
smartmontools 7.4-2
smbclient 2:4.21.1-1
smile 2.9.5-1
snappy 1.2.1-2
sndio 1.10.0-1
socat 1.8.0.1-1
solid 6.8.0-1
sonnet 6.8.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
source-highlight 3.1.9-13
spandsp 0.0.6-5
spdlog 1.15.0-1
spectacle 24.08.3-1
speex 1.2.1-2
speexdsp 1.2.1-2
spice-gtk 0.42-4
spice-protocol 0.14.4-2
spirv-tools 2024.2-1
sqlite 3.46.1-1
sratom 0.6.16-1
srt 1.5.4-1
starship 1.21.1-1
startup-notification 0.12-8
steam 1.0.0.81-2
stow 2.4.1-1
sudo 1.9.16.p1-1
svt-av1 2.2.1-1
svt-hevc 1.5.1-3
syndication 6.8.0-1
syntax-highlighting 6.8.0-1
systemd 256.8-1
systemd-libs 256.8-1
systemd-resolvconf 256.8-1
systemd-sysvcompat 256.8-1
systemsettings 6.2.3-1
taglib 2.0.2-1
talloc 2.4.2-3
tar 1.35-2
tdb 1.4.12-1
teams-for-linux 1.11.5-1
teams-for-linux-debug 1.11.5-1
tevent 1:0.16.1-3
texinfo 7.1.1-1
thunar 4.18.11-3
tinysparql 3.8.0-1
tinyxml 2.6.2-11
tomlplusplus 3.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-1
tpm2-tss 4.1.3-1
tree-sitter 0.24.3-1
tree-sitter-c 0.23.1-1
tree-sitter-lua 0.2.0-1
tree-sitter-markdown 0.3.1-1
tree-sitter-query 0.4.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
tslib 1.23-1
ttf-fira-code 6.2-2
ttf-fira-sans 1:4.301-2
ttf-firacode-nerd 3.3.0-1
ttf-font-awesome 6.7.1-1
ttf-hack 3.003-7
ttf-joypixels 8.0.0-2
ttf-liberation 2.1.5-2
tumbler 4.18.2-3
twolame 0.4.0-4
tzdata 2024b-2
uchardet 0.0.8-3
udisks2 2.10.1-5
ufw 0.36.2-4
unibilium 2.1.1-2
unzip 6.0-21
upower 1.90.6-1
usbredir 0.14.0-1
usbutils 018-1
util-linux 2.40.2-1
util-linux-libs 2.40.2-1
v4l-utils 1.28.1-1
vala 0.56.17-1
vapoursynth R70-1
vcdimager 2.0.1-4
vde2 2.3.3-5
verdict 1.4.2-1
vid.stab 1.1.1-2
viewnior 1.8-5
vim 9.1.0866-1
vim-runtime 9.1.0866-1
virt-install 4.1.0-3
virt-manager 4.1.0-3
virt-viewer 11.0-3
virtiofsd 1.12.0-1
visual-studio-code-bin 1.95.3-1
visual-studio-code-bin-debug 1.95.3-1
vkd3d 1.11-1
vkd3d-proton-bin 2.13-1
vlc 3.0.21-9
vmaf 3.0.0-1
volume_key 0.3.12-9
vte-common 0.78.1-1
vte3 0.78.1-1
vulkan-amdgpu-pro 24.10_1787253-1
vulkan-headers 1:1.3.295-1
vulkan-icd-loader 1.3.295-1
vulkan-tools 1.3.269-1
vulkan-validation-layers 1.3.290-2
w3m 0.5.3.git20230713_1-1
wacomtablet 6.2.3-1
wavpack 5.7.0-1
waybar 0.11.0-4
wayland 1.23.1-1
wayland-protocols 1.38-1
wayland-utils 1.2.0-2
waypaper 2.3-1
webkit2gtk 2.46.3-1
webkit2gtk-4.1 2.46.3-1
webp-pixbuf-loader 0.2.7-1
webrtc-audio-processing-1 1.3-3
wget 1.25.0-1
whatsapp-for-linux 1.7.0-1
whatsapp-for-linux-debug 1.7.0-1
which 2.21-6
wildmidi 0.4.6-1
wine-gecko 2.47.4-2
wine-staging 9.21-1
winetricks 20240105-1
wireplumber 0.5.6-1
wl-clipboard 1:2.2.1-2
wlogout 1.2.2-0
wlogout-debug 1.2.2-0
wlroots0.17 0.17.4-3
woff2 1.0.2-5
wofi 1.4.1-1
wolfssl 5.7.4-1
wpa_supplicant 2:2.11-2
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xarchiver 0.5.4.23-1
xautomation 1.09-6
xbitmaps 1.1.3-2
xcb-proto 1.17.0-2
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xclip 0.13-5
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.18.4-1
xdg-desktop-portal-gtk 1.15.1-2
xdg-desktop-portal-hyprland 1.3.8-1
xdg-desktop-portal-kde 6.2.3-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.11-3
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xf86-input-wacom 1.2.2-1
xfconf 4.18.3-3
xkeyboard-config 2.43-1
xmlsec 1.3.6-1
xorg-bdftopcf 1.1.2-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.14-1
xorg-server-common 21.1.14-1
xorg-sessreg 1.1.3-2
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.7-2
xorg-twm 1.0.12-2
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.3-1
xorg-xbacklight 1.2.4-1
xorg-xclock 1.1.1-2
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.8-2
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.9-2
xorg-xinit 1.4.2-2
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.5-2
xorg-xkbprint 1.0.7-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.4-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xsettingsd 1.0.2-2
xterm 395-1
xvidcore 1.3.7-3
xxhash 0.8.2-1
xz 5.6.3-1
yajl 2.1.0-6
yaml-cpp 0.8.0-2
yay 12.4.2-1
yyjson 0.10.0-1
zbar 0.23.93-3
zenity 4.0.3-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zita-alsa-pcmi 0.6.1-2
zita-resampler 1.11.2-2
zix 0.4.2-2
zlib 1:1.3.1-2
zlib-ng 2.2.2-2
zsh 5.9-5
zsh-completions 0.35.0-2
zstd 1.5.6-1
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
